hash,correto,predito
3b917e335570c1803d29cfe6a9a57e43,86.0,84.98649999999998
2d550ef6718cea79b24de91945c7763b,168.0,169.45800000000003
53123cd1fc35e175aee9833261e58c42,208.0,182.628
b6d8a84209aa2571e20dbcf0cf3460e1,52.7,48.479
57ee9e526101026ce4013ee1e8888792,245.4,242.80199999999985
226ccd85fe466eaeb811ea16eea6e263,117.0,123.546
8276fb3e1abba2bc7ccb969cd2ae057b,228.1,214.35399999999993
2a207f77c663b8b4eecab843546735f4,202.0,200.75500000000008
cba9beb5d3a5b62570faaba14b6d9038,286.1,299.801
e47845e4c710ccb857b4b0051daa829d,46.7,49.96599999999999
e840e8dd030950fe04f3b81e036ac763,44.0,43.71299999999999
7b8d5c36cc42002d0a9064eca3ae789b,71.4,75.41349999999998
1333065a3c4dc11730ca881748dd8ad3,70.0,68.07000000000002
8e60a682f20930a78a7ffbb31cef2265,85.1,90.883
b806dead75dc6ac81e083527e8f55a6c,39.9,39.97800000000004
3dc5cae2424a35149c2398bab55ff304,95.6,80.431
7164161a9c1a03f085edd646b58f4982,44.0,44.205999999999996
44e2d4b3d42ce65b848a0602be390ecc,43.6,44.08799999999999
31d318790b32d60947553f34356a02aa,417.5,443.2759999999996
dc45cf8c23d794f3455c5ceb63e8b920,39.9,41.20700000000002
4ed01df9ed2239ddd76c513429fde1c1,42.8,45.201000000000015
f7a08644dbe6da5f50bf9ed45850bba0,39.9,42.66349999999999
5581e95db925868b17757cea5e63fd5b,39.9,40.74600000000004
61fdf52de265acba1e2cb86a57f5ddc3,106.0,97.105
e62248159e561e5dc2119aa76c0b4e36,99.0,86.96499999999996
9a2881e38e7764e59ca57bffa37bcbc8,123.1,136.76000000000002
a4fe3ba58c7e24582a58960ab9372681,40.0,41.69600000000003
9b051f0a6cfaac54a175507ec1ff0634,124.9,129.94900000000004
c924f0435025c0b1105a6a2c123428bb,128.8,136.19799999999998
107143369bbf3bad0e3f921e2f2fdf63,392.4,388.6960000000002
b9bcba3380e6bab49b915263c1356331,102.0,70.74300000000002
631478681893e1bf72799e79c2463fe7,201.0,205.692
620e3902e3b6e9305d1438f62405fad3,39.9,39.906000000000056
75281644a30de30eefa356adff48ed2b,42.7,46.84600000000006
e6dc37e2f7d7e04eb0046cd6bfd7151d,39.9,39.92600000000004
6a0f064bb62f9d4275dc6c6c18c444d2,39.9,40.01800000000005
cd186de01dd43b775551bc29034fa49e,807.7,828.7029999999999
0a99ef6f5a9643abc90537900f2b35a2,113.4,113.20100000000001
38bd3413bfc4ad7019f3869d111069f2,148.0,140.63100000000009
f76f9adf4ed963e8ce251d40833f936c,221.6,304.3867000000001
80862e82ca8d694eb633e148d87fbdb0,54.3,50.15699999999998
84344254746f016c7de51f18974a87d2,39.9,40.14900000000002
a11a15a9684b0ad322023894148a551b,242.2,302.60200000000003
b1e3116e4bb6cde93eeace421365c1df,510.2,537.9554000000002
dbbab0221e6188681412520624d014f4,58.7,58.790000000000006
6eafa6c87b524bb2cf783d27aa7cdc79,62.0,62.17500000000005
45bc51cb2ba8347d2a5fe6dc199cfdf4,191.8,137.03599999999986
f7a4b310c010e498f1856fbdfaeeaa54,39.9,39.929000000000045
1e5759943f3a86718bcfb4d6d8cfab70,65.0,62.020999999999994
ba8f0ab7cdd0e184dbe30efa5a8feff1,61.0,67.39600000000003
a929b309eabc4f15198686abeb55cf4e,48.0,47.598
a11afe82395f31ca0ce2d3a3e15311da,59.9,40.284000000000034
7617dca69e59e78a58b05249edce46b3,48.0,49.522
05a67a74f629cb7a60db7bed33aa8a4e,39.9,39.92100000000005
ffe8f7e718f43a31981ada15c94c6b7c,67.35,64.134
f14feefc2a5d23dad3bdccdee2b68cbd,145.0,149.656
2cf17e9e0c99510e20a88bdd0a20dfee,43.6,43.75699999999998
1d7ffb0f1b4a49884a9facf9fd608f59,73.0,73.13400000000001
26ca1dd950f20b3dda13f95f3d2c6101,412.5,384.8210000000001
a38adbcd12dcce33dacf593c876ea122,59.1,137.28700000000003
cb07fc155ca8e4bf5b9606574a9ce5a2,347.7,305.72900000000004
3afe96996f2c19bcdcd8ef44c1fd980c,130.3,130.49399999999997
287f9b8291f34cd3d81c37f368567b94,39.9,40.04000000000003
27f49138109800c1dcf50ccf7896d713,62.0,61.47000000000002
733cfa733ee89df4397208bca6d23d03,44.0,40.58000000000002
e0399974407521b1ac21c58b405edd98,152.0,161.87700000000007
5a9bd483bd83ce09e66fc7e7849b4f10,39.9,40.09100000000004
266df2bddf4df9cc9f334a450c98460e,78.5,75.51550000000003
1caa3d68064cd56b4f1a4943970a7a3c,96.8,96.69499999999995
8925f9ba7bef65871a9de2a5f1bc00d5,68.5,56.7714
16f5bf23901d025d44385638e8f81694,39.9,39.95100000000003
1b8e753deaa8537b2c240e12ed9628ca,112.7,119.39199999999997
af5fbf928349d30e59b8eb8929e2fbf2,60.0,68.55499999999998
4007a9d0bfa71bb0f17d840bc2516f42,317.5,330.25400000000013
dab03f5a9ebf26aa034ef6ffe37cbb3c,39.9,40.01400000000005
4b27a9448cc5fab944d080fe4b780a36,119.3,120.38760000000008
7046f92f0f8501a815e63b0b9f6af993,56.0,67.50100000000003
32c63f7fab8859e4548acf8a1da27dd1,54.0,53.5085
2ac095931a67a8f5ea191983876fd9ef,46.0,47.556999999999995
1001aaa8d126ac2d2e01823441e71f2d,104.0,118.49300000000011
2dae31e595f8a2d39172a96893dad0a2,39.9,39.94500000000004
e735829e6b1722e25346b149a090a2a9,162.3,163.919
598695d48007197e7ff80db7e4af8d80,176.6,154.89499999999987
3825e05e610e6f949d7ee78d5aa1ca3d,39.9,39.91400000000005
74880253c8b8b0e455d1df7f4c5e56df,459.1,446.14849999999984
686e6125257bcfa43615c891dc37f03e,44.0,44.58400000000003
3c633ef94ef06a7cfcfa4c10e4b00633,39.9,39.93700000000003
8efc29f0f9aabe845ed0e1f406239c8d,53.8,56.16400000000001
db807e71835bafc19d9dedf66c620835,76.1,89.19099999999997
164a9b4aa92081c08378284de10d3d74,280.4,270.22499999999997
72fc42707189497868e84fd352251d01,60.0,61.22600000000003
5b00819282a4e4967245b228ea55bae3,105.6,105.08400000000003
acd2f3187af265d11c4f414f3cea1a7f,195.0,211.54299999999995
7ef45cb5e990b24d25bf9da38a7bb362,146.0,132.79699999999994
73d5e6f9fa5e716d69e2bbe7a34dcceb,361.0,356.6450000000001
8f0e6f5fbe3195a94ed624b0b2fb470e,48.0,42.42050000000003
a53c329e384725f0a30749bcebc8b7a0,64.3,62.25299999999997
d289b415310fc9ae8afd56f6c43ee43b,51.6,57.37899999999996
adf69db3e4001b05f4502d0d7d6c9777,55.9,56.29999999999999
6b2f0ca323e880cf009c98f8f12a8542,48.9,49.953999999999986
312d4a91206ef7752ed9d225a1c637c2,85.0,82.91399999999997
93f026009b02104ecbb5ccb420cde8ba,227.6,240.7435000000001
d51392ec4ba04a06271e972241945497,312.9,318.6620000000001
767a587803627d39f57b1d0d441d596d,47.4,47.58400000000002
392e0485330a426208333e232051907d,43.0,43.43700000000002
f7b280b8e73f6d7d856caedd9b3661eb,47.4,47.571000000000005
c1430d3e2d30bd2fc24dedc0111d0e1e,139.0,135.624
8bce3d3dad630c264991984e9a3ef61b,71.3,73.77399999999996
58d9a446548f92e8cb0b6b1d1ad79dc4,609.9,633.188
2a3ff209c14bc458b4e75f3cb4d344ce,131.8,140.822
6729cf17ea803b65699889816bb9e36b,81.5,84.34299999999998
57c7338da4edd07f53f174cff10c4cb0,43.6,44.399999999999984
ce3b1e576a0b105fa587309ea5003087,197.9,199.04899999999995
6a9069678511e722819f3dc66de23dee,122.0,129.128
fcb8478469603065ef9858c06e430fc5,139.0,138.14499999999992
b2c0841cf37548843a931fd2effe5239,114.3,120.396
76794514dd20f59926106e5d1c5d4fc6,812.4,863.3669999999995
b4c081a20a755b42f8dc04a4a9d00ffd,238.5,265.3549999999999
8635ddf4a36d55e9c943b20e421a64a2,77.1,74.67300000000003
a3522cf2ff645494589cc96f436499a9,92.0,104.5265
58a2eb56c34956167899df55b83a42dd,39.9,39.93000000000004
7ec33234677bba4f82f3b5ee9a590a8a,107.8,116.41400000000002
7068842f9f43875e3794dab32658bd89,43.6,43.86999999999998
e42ed29f488deaa87a0de23d1f7eb830,56.0,60.112999999999985
f34cebbd47a9ab20b8df3b56d11e144c,260.7,308.71599999999984
2a87bbf17ea0fe67ee5546f0c4306be8,144.3,140.36400000000006
25b3088b2969c7e80099ade038a603b8,127.0,132.38899999999992
6b2eeaf1cdd2b469ebce25243383aed5,397.5,403.779
b754fd247cfb21e1ecde16b5b5777dd8,43.6,44.4242
13f6dbedd33bd450f9e4e3787f158326,43.6,44.125
1de559d8b80f41436656bece61eaeecd,77.0,77.67199999999997
6a550b3b3723b63a3564e78eb417e73d,310.5,325.9979999999999
21b785340ca215bd5264db4df04a05c7,298.7,312.3820000000001
3026ee65195fe4c998e9e70f731bad00,85.1,88.29499999999999
be266462b9366ee19514fc3fbdadfa41,62.8,55.549499999999995
767b748224ee58052ce58496c9dc4fe9,118.1,136.33600000000007
38ce6b9cab89bf474301d305bdb9cd0f,152.7,159.65500000000003
4607d9fe846d3327ee37c98a9e7c70f0,58.0,49.839
c5e0080831cd05f979bca0f8733580ff,43.6,44.039999999999964
3527ae88028df3f4b7a9f91049a0fb5e,134.0,144.56699999999998
1d8c8656a64856a381d03d5468a286cb,39.9,44.823499999999996
eba8db5555b52d75e8721e2c6a793f56,45.0,43.71399999999998
aabfe7d0270f713eea136fbd67cdea28,118.5,116.08600000000004
2433f2f4f7065e2bcb954f2544797d4d,214.5,90.03399999999998
3721bc629f247ea634384e25c96ce088,158.8,162.556
ae33356d2493118d938c0fa760b3a7f8,49.5,54.54459999999999
db271e9743c796ca2f5720cf80491f41,218.9,193.89000000000004
da5a352ea91bfe492ad94726ab9399d7,50.0,54.434199999999976
6c7f300d1273e70ffa768b53e80d7d04,364.7,360.8930000000001
7fa05309d3fbbdf46448691eba4546b3,80.8,86.85399999999996
1a70ebbd5a106a52d332798b44ad79bc,105.4,108.78200000000002
80892b1c7f90940550630ec8e4f60fab,48.9,47.887000000000015
daa62bfb5f8305428b8740ef46c52ffb,93.2,95.17599999999999
d614388c29f777c119457f24f1b5ab33,76.0,82.83350000000002
21cdb1ccf8618c27b21871613a6964cd,256.2,296.1648999999999
3d0ef3101d02e2e0a2c55a3e59463f0e,41.5,42.05500000000002
11d0a18ae19f7504819d1bc944d2abf7,48.0,51.264
12e25203ffc2dd0e769915609d793d2e,56.5,53.45699999999999
a90855b83c113768d95037b2f9a79cdb,39.9,39.92500000000005
7962406224b75062d962c922deb91c93,46.9,69.13920000000003
f3fe8a6b4a91eb7b417d37a6aa0a835a,49.5,53.73879999999998
680a26afa8a1c6cc44af8c48893494fc,43.6,47.087999999999994
8b0cd0182b108ef9639a9133a826d718,113.6,116.28800000000003
c69b899de846fe13711645e51a5472df,66.0,73.73400000000001
8081544008c60adc19cfddfdc7b0bdab,52.5,49.84799999999999
b24f936b085b2285f1be270d319fd874,70.6,65.10600000000002
9916a4f8b2b9e5f50d49a4ab89d3ef62,43.6,48.57499999999999
e990c1c924cadd8c30bd237ce8581b67,48.0,48.11499999999999
ab857de4cecda635442fbd0adf364270,161.3,165.00500000000002
019c4840773f11e1685d20735cdb4560,117.1,124.08299999999997
f95b2a9c9ea3658d7e8c5a16abfde6f7,140.0,147.77399999999997
8c955355e5141f1bea910d0848fac30b,39.9,40.18400000000004
86c7fc493c9ec580157ca74a5f81bdcb,109.9,106.34299999999998
93dbfb046d04e978d3ff54fd82a7498b,53.0,54.37500000000001
5e03e2f7828a841a2585f3279d5213fd,693.1,712.7930000000001
37bdc9b7649dbed44142ed7c98dcaa82,65.3,75.48700000000002
f9f02b7a43f626dea8b447e5d0d04af5,183.7,195.5130000000001
777e0d036fc960056e65b6972af02af5,100.0,103.781
8f502a858b8f7e0c9ad82ea9ba4de4e7,47.4,48.57100000000003
4261bfa28e7f112551892d3e5600b9c0,174.0,168.09799999999996
d605e6c40a973b1d348257cbdecd9834,133.8,118.29200000000003
c48a5482d0c111883d3b0aefe9b9547f,103.7,78.0175
24cc24713086cbd33862244b9a8bcd56,78.0,83.22500000000005
601c356fa781cdd895f030cb679a450e,305.8,301.732
6ce9c545b42e9501785b758eb5c6f9ae,122.1,98.16899999999995
f9522172d96515b25eaee1bad1991804,43.5,43.388000000000005
52da0a8ed98373af9612006ff947c797,40.0,41.829000000000036
7948121080f71e5adc40a7e6fecc6b8b,44.0,52.41200000000001
5105ebc26bc07ca7c855eb8766db6848,58.5,49.13500000000001
e60ed1054feb07182bf7063c13dbf254,477.3,383.75600000000014
0793ca754c134cc616256ab18fab08da,62.0,64.59599999999998
0b91b8c7f87761b7c388d0bf0b85a5fe,43.6,44.09299999999999
e4999c2b87c052e7d7f9da0268c3ccd4,189.0,281.7219
3a51efef2639f32123f4437acc83ab80,40.0,39.92700000000004
38bca9834c41dac498e0fc38eec87df2,236.7,259.7810000000002
f0427f6b875f921e88e50d801106c336,60.6,56.147499999999994
6f5449dcf1b0e25d56a6585e79077fe0,43.6,44.734399999999994
32d036939b47b11d22c310587aa86ba9,79.6,77.58649999999999
10de39f9ffd610c5498d30f7e9e7fbcc,68.9,71.36900000000003
caef591b9bc0a4a065629028d45dcff9,39.9,39.932000000000045
ed8db02238ed9a83e462fa4f91efd7c6,39.9,39.97200000000002
511d328bb8759e1651055805816916ad,68.0,73.51000000000003
25aea3b46b7c6f4a262fa93cbf1cc70a,126.0,139.60600000000005
398a517cfb895ca484699c5bbbd6f58b,142.6,137.7049999999999
8dfccceac28569d99751853df10b16a5,91.8,94.75699999999998
7fbb20aa64f0756ab635dff8321346a5,157.6,164.82600000000005
cd8381b3ae6b192e00adfadaa8239c2f,514.2,495.9620000000001
b4fd9457873870542184d112007cee47,65.0,58.01699999999999
64e10ae28eff70f70e7dd51317337a10,49.5,50.727999999999994
66bba4d9c63ff26c5cfab4805040f438,163.8,154.13549999999995
2d168148d3c6b70542482b4eb1d9d36a,43.6,44.34979999999999
cd6d32a2380b7e136bf60e5c214e9cf3,185.8,201.00600000000003
75cbdd78bdf3e16c3fadc5e3ee20a1ee,95.0,98.54659999999998
2ab307b4316c5933d5ec5fde1d6b8115,55.7,59.62299999999999
a555158cc174471396b49ab79425df07,154.0,169.37600000000003
f81dbe02e514fd1eaf44ad94c2ae7b5f,75.0,71.519
02c3dbaf227d67b8c5345a41e1c44ec4,203.6,194.74799999999996
17f2865c3d5d6e1c8cc40e5abd8233fb,117.9,119.31549999999989
b365df19979b55203945b0bba2c0a3fb,48.0,47.696000000000005
f3a310b4192f6f4caf943416ddd4dcbc,59.2,51.41400000000001
6768f2f3a5e10728d4cb7d91746f7791,142.4,147.85500000000002
fdb12c911c1aff946cce94dad3d526e9,112.2,110.88000000000005
e75d991e9b0da10e396539091eb20f9a,44.5,47.63899999999997
9754debe8f2389efbe5fdafc67c8d499,402.8,363.1310000000001
36c6b389e1ad4b36bd7db616820610dc,75.8,84.90349999999997
73e1d24e971b12b72aa4755eef6f2793,124.6,137.27799999999993
99104c1059efe596bec6c92a43ffec93,165.3,150.25600000000009
72fe796bb9af890af595e1569d035e76,190.0,194.40499999999997
d70eff47042f18338ff71ad437dd1279,302.0,309.3810000000001
6c620767cfd179f39c59031fc1cd1fc1,110.0,115.77600000000005
1784fdf08946b8ccca19ef80d9830b1a,251.1,234.77199999999985
c30153a47c2a4a9c617aa3a1d46a2e32,39.9,41.99000000000004
f1cdcb8626db2d20ad99d777b9b0ba4f,43.6,44.82840000000001
c5c6a85c2d01fd4cc5a8e8a7a4a4554f,109.9,106.63500000000005
6bd38f00d357dc23fc1b2c91a985647b,83.4,86.66699999999997
e8d66d7ce7ffc887a6b2088360f4dc72,161.0,181.84200000000004
d752a2c53551483eec96b38c12a1d5b1,49.5,157.8505000000001
35c96df5d1aa75c2dada31d78c659920,135.0,111.06599999999999
714c395e8726460b3f09cb6e753d555f,47.4,47.488
7c31ab827350e3083a51afb22cc29ff2,62.4,60.24199999999999
4795f91c747e7f7d9f48cbfd6dbb994d,58.0,50.522000000000006
4d30192ad17330a8b38a141c7cd6226d,83.0,82.89299999999994
02f181e9dd4dfac96c829aebe9f50f84,75.0,48.193000000000005
15fb04239713218d9ccea0eff9bdb946,47.4,48.070999999999984
f116320486bcc819a73faf79671577ce,90.0,92.02200000000002
49e0379c2eb7d1a65a39b19b8e750126,60.4,59.04500000000001
3a43b30f04ba11cb8c0994b7b58e924d,429.0,418.3920000000001
855a36a926d131abafa565ffde182eba,47.0,47.39400000000003
e9213d24800ef0f7c73b0af0f485d722,39.9,40.150500000000044
19f60eaf23a0c2df1c767359b01bd4f1,39.9,40.01300000000002
770d88602dfff53935439829f8a88d64,43.6,43.99599999999999
c94253683b42f1840972b45331fa9fce,137.0,144.76949999999997
fdf645d5a04b2e72e4cd9afeb16f5bf4,130.0,125.08599999999996
949898b091a709598b14911a0d18d9c3,64.6,44.126999999999995
66f386ff0503f4f9aca6951a6f24dbb2,114.3,112.52959999999993
45764fe655c9dc887f076e72245fdc91,81.1,96.2905
0f5eef32110310cd7e7ef1a828a0a561,477.8,456.7319999999999
1469b3db450610d35e8d76a21a8b70cf,74.6,85.55700000000003
010e02ed02ae1f4767868556a9189f6b,43.6,43.914999999999985
c9ccd1f5d7511bed6b8a6e7e536ca4ec,68.8,70.799
8afdf04fb55242f85232830048542891,72.1,82.52900000000004
62a532a36806eb3fdc7a3b96ae7202f4,48.0,60.12899999999999
0b82746567f5f9444c4904ffe057e33c,67.0,67.843
3b735aba1f54df323bca631305584e6d,49.5,51.8802
2aa49d1a276f5a22a8cd6d4831d36d31,134.6,129.23499999999981
05b2c6549ae1860d9db5a4c731eba8f5,165.6,200.83790000000002
6df31d9c4f14e7174fb2927265623ad1,42.8,43.268999999999984
9af870ef279cde597d484b34f4ed788a,44.0,45.78759999999999
3eacac98cfdf21a494af2bb04f0d8283,40.0,39.93800000000004
7f1a5392070237bcf3c25ac717585067,45.0,45.375199999999985
737d5134538c4a84220f9cd7d3ffb1c8,217.9,191.16299999999998
dd15cb6b833dacdea3f65c56b28b76d9,157.0,189.5560000000001
4db971006128154561f3691ee6fb333d,262.0,257.98999999999984
676c1ef0f52640509a64972d83f23d09,83.0,86.0565
2edca3e290c0589a4995a6d5b1a0d19f,161.0,166.80000000000004
a77ad0e8bb83a94b7853a44a40a20613,289.8,304.8070000000001
fd25086ff2a7850331c39768a95c258e,47.4,52.14699999999999
1b4c55a138e77f7ffa7d936f69765fae,48.8,51.653
fdc60b011f11ca81a66ef952e3f8450d,59.0,58.702999999999975
856507f2218c2fe1e9d7a61b9cb56043,52.7,56.470000000000006
117520675cabad0b3455734b66f447bf,68.2,69.04000000000005
d11d21eed7e165f0d7cc5baf7cc0dc0c,219.7,205.65599999999992
581eb836dfe7aa31d6eecbf5b93b469c,39.9,39.90500000000006
e8c7b521e441a588c4280fbc48d88287,118.4,122.96600000000002
fdc393149f3369939a451f579fb4e6f9,125.0,129.245
e2c8f2f65d55dc3a25f443893f5d42b0,57.6,61.482999999999976
62beec4d4cb88dc6d5b820cf87ebe6ef,176.6,44.458
0b890e30646bfe32d1c0414877d74ff4,185.7,176.715
465f301455657f713c180b3a363a5bc2,128.1,116.12700000000001
2016f2a475cebb12df27889a39b437c9,106.9,109.42499999999998
8560befa67fbcbba778e4e404b8596ff,120.0,124.22800000000001
bb25c44bba7d178863816e18230c554f,474.0,481.6964000000002
5a50846621623f46bcfb374ef2a36052,270.2,274.5169999999999
bf2d44d5b0b10024c91245ce9b74a554,45.0,45.605
f8ebd54955b631f940921669b118a9b0,192.6,222.679
cc547b5eedf1d137bfb114afea14ea37,39.9,39.91600000000005
ababab38ce34f2ae843d579ba298fc17,57.0,54.011999999999986
b414856a3576665de65948da9bf1954c,806.0,755.9070000000004
2e8b52e64e668b27f8b2654c4e29367f,39.9,39.94800000000003
74cc0f5f96a63a256fb8b288d2cfd8b2,56.5,60.85
1b5c73f4a2371d13700da16d6cc08342,271.75,298.08199999999977
f666b9759c3ac7f4cb50f7c5ab64c2df,432.4,466.0269999999999
d3c5081724f53e459ee587f00cc111bf,46.8,48.349000000000004
0ace69b5d3ae9c1f1f02c9ff6fd58850,48.0,48.576
564c6b942a9e3a67b8589285567d17c4,47.4,157.15999999999985
adcda94f9a34cd89d0d538c61041e4d5,77.7,82.99099999999999
a25b4da4b76e63289a92fb602d917dab,62.1,65.44399999999997
ee2009940fa3031975e74d671f7fb21f,39.9,39.909000000000056
cc267d35ee339d3cebddd6f8fbb82bb0,102.0,101.52550000000001
58c387fc5f0cdc2e0d80db102876e81c,60.2,63.240999999999964
60bb7c3fa9986aaaa8d3c6aa8600a5c4,204.4,201.00100000000006
